,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Squad
234,Daichi Kamada,JPN,MF,27.0,34,15,1564,17.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Crystal Palace
235,Trevoh Chalobah,ENG,DF,25.0,12,12,1060,11.8,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,Crystal Palace
236,Eddie Nketiah,ENG,"FW,MF",25.0,29,9,1034,11.5,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,Crystal Palace
237,Nathaniel Clyne,ENG,"DF,MF",33.0,13,5,483,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Crystal Palace
238,Justin Devenny,NIR,MF,20.0,23,4,507,5.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,Crystal Palace
239,Cheick Doucouré,MLI,MF,24.0,13,4,452,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Crystal Palace
240,Ben Chilwell,ENG,DF,27.0,8,1,259,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Crystal Palace
241,Romain Esse,ENG,MF,19.0,7,1,138,1.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,Crystal Palace
242,Odsonne Édouard,FRA,"MF,FW",26.0,2,1,115,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
243,Joachim Andersen,DEN,DF,28.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Crystal Palace
244,Chadi Riad,MAR,DF,21.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
245,Joel Ward,ENG,DF,34.0,2,1,71,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Crystal Palace
246,Jeffrey Schlupp,GHA,"MF,DF",31.0,12,0,103,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
247,Matheus França,BRA,"MF,FW",20.0,4,0,55,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Crystal Palace
248,Jordan Ayew,GHA,"FW,MF",32.0,1,0,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Crystal Palace
249,Caleb Kporha,ENG,DF,18.0,2,0,13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
250,Asher Agbinone,ENG,MF,18.0,2,0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
251,Naouirou Ahamada,FRA,MF,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
252,Rob Holding,ENG,DF,28.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
253,Sam Johnstone,ENG,GK,31.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
254,Zachariah Marsh,ENG,FW,18.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
255,Remi Matthews,ENG,GK,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
256,Kaden Rodney,ENG,"DF,MF",19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
257,Matt Turner,USA,GK,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
258,Franco Umeh-Chibueze,IRL,MF,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
259,Jordan Pickford,ENG,GK,30.0,38,38,3420,38.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,Everton
260,Vitaliy Mykolenko,UKR,DF,25.0,35,35,3082,34.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,Everton
261,Idrissa Gana Gueye,SEN,MF,34.0,37,35,3063,34.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,Everton
262,James Tarkowski,ENG,DF,31.0,33,33,2922,32.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,Everton
263,Abdoulaye Doucouré,MLI,MF,31.0,33,31,2564,28.5,3.0,2.0,5.0,3.0,0.0,0.0,5.0,1.0,Everton
264,Iliman Ndiaye,SEN,FW,24.0,33,29,2430,27.0,9.0,0.0,9.0,7.0,2.0,2.0,3.0,0.0,Everton
265,Jarrad Branthwaite,ENG,DF,22.0,30,28,2511,27.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,Everton
266,Jack Harrison,ENG,FW,27.0,34,24,2076,23.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Everton
267,Ashley Young,ENG,DF,39.0,32,19,1875,20.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,1.0,Everton
268,Dominic Calvert-Lewin,ENG,FW,27.0,26,19,1609,17.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,Everton
269,James Garner,ENG,"MF,DF",23.0,21,17,1594,17.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,Everton
270,Jake O'Brien,IRL,DF,23.0,20,17,1571,17.5,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,Everton
271,Beto,GNB,FW,26.0,30,15,1534,17.0,8.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,Everton
272,Dwight McNeil,ENG,"MF,FW",24.0,21,15,1371,15.2,4.0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,Everton
273,Jesper Lindstrøm,DEN,FW,24.0,25,15,1239,13.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Everton
274,Orel Mangala,BEL,MF,26.0,19,14,1261,14.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,Everton
275,Michael Keane,ENG,DF,31.0,14,11,1049,11.7,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,Everton
276,Carlos Alcaraz,ARG,"FW,MF",21.0,15,7,764,8.5,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,Everton
277,Tim Iroegbunam,ENG,MF,21.0,18,5,574,6.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,Everton
278,Armando Broja,ALB,FW,22.0,10,4,334,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Everton
279,Nathan Patterson,SCO,DF,22.0,10,3,347,3.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Everton
280,Séamus Coleman,IRL,DF,35.0,5,3,215,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Everton
281,Roman Dixon,ENG,DF,19.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton
282,Harrison Armstrong,ENG,MF,17.0,3,0,48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Everton
283,Youssef Chermiti,POR,"FW,MF",20.0,4,0,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Everton
284,Mason Holgate,JAM,"FW,DF",27.0,1,0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton
